combination,method,n_models,score
CNN,individual,1,0.9877
CNN+RANDOM_FOREST,ASC,2,0.9868
CNN+RANDOM_FOREST,WSCP,2,0.9868
CNN+RANDOM_FOREST,WSCDS,2,0.9868
CNN+RANDOM_FOREST,WRCP,2,0.9842
CNN+RANDOM_FOREST,ARC,2,0.9792
CNN+RANDOM_FOREST,WRCDS,2,0.9792
RANDOM_FOREST,individual,1,0.9704
