combination,method,n_models,score
CNN,individual,1,0.9894
CNN+RANDOM_FOREST,ASC,2,0.9893
CNN+RANDOM_FOREST,WSCP,2,0.9893
CNN+RANDOM_FOREST,WSCDS,2,0.9893
CNN+RANDOM_FOREST,WRCP,2,0.9867
CNN+RANDOM_FOREST,ARC,2,0.9799
CNN+RANDOM_FOREST,WRCDS,2,0.9799
RANDOM_FOREST,individual,1,0.968
