combination,method,n_models,score
SGD HINGE+PERCEPTRON,WRCDS,2,0.5596774193548387
SGD HINGE+NEAREST CENTROID,ARC,2,0.5567204301075269
SGD HINGE+PERCEPTRON,ARC,2,0.5564516129032258
SGD HINGE+NEAREST CENTROID,WRCP,2,0.5559139784946237
SGD HINGE+PERCEPTRON,WRCP,2,0.5553763440860215
SGD HINGE+PASSIVE AGGRESSIVE,ARC,2,0.5551075268817204
MLP CLASSIFIER+SGD HINGE,WRCDS,2,0.5548387096774193
SGD HINGE+DECISION TREE,WRCP,2,0.5543010752688172
SGD HINGE+DUMMY MOSTFREQ,WRCP,2,0.553763440860215
SGD HINGE+DUMMY MOSTFREQ,ARC,2,0.553763440860215
SGD HINGE+DUMMY MOSTFREQ,WRCDS,2,0.553763440860215
SGD HINGE+DECISION TREE,WRCDS,2,0.5532258064516129
SGD HINGE+PASSIVE AGGRESSIVE,WRCP,2,0.5532258064516129
SGD HINGE+PASSIVE AGGRESSIVE,WRCDS,2,0.5532258064516129
SGD HINGE+GAUSSIAN NB,ARC,2,0.5526881720430108
SGD HINGE+GAUSSIAN NB 1e-7,ARC,2,0.5526881720430108
SGD HINGE+GAUSSIAN NB 1e-8,ARC,2,0.5526881720430108
SGD HINGE+DECISION TREE,ARC,2,0.5526881720430108
SGD HINGE+GAUSSIAN NB,WRCP,2,0.5521505376344086
SGD HINGE+GAUSSIAN NB 1e-7,WRCP,2,0.5521505376344086
SGD HINGE+GAUSSIAN NB 1e-8,WRCP,2,0.5521505376344086
SGD HINGE+SGD MODHUBER,WRCP,2,0.5505376344086022
SGD HINGE+GAUSSIAN NB 1e-7,WRCDS,2,0.5489247311827957
SGD HINGE+SGD MODHUBER,ARC,2,0.5489247311827957
SGD HINGE+GAUSSIAN NB,WRCDS,2,0.5489247311827957
SGD HINGE+GAUSSIAN NB 1e-8,WRCDS,2,0.5489247311827957
MLP CLASSIFIER+SGD HINGE,WRCP,2,0.5489247311827957
SGD HINGE+EXTRA TREES,WRCDS,2,0.5467741935483871
SGD LOG+SGD HINGE,WRCP,2,0.5467741935483871
SGD HINGE+ADABOOST,WRCDS,2,0.5467741935483871
SGD HINGE+ADABOOST,ARC,2,0.546236559139785
SGD HINGE+ADABOOST,WRCP,2,0.546236559139785
SGD HINGE+NEAREST CENTROID,WRCDS,2,0.5456989247311828
SGD HINGE+EXTRA TREES,ARC,2,0.5454301075268817
GRADIENT BOOST+SGD HINGE,WRCDS,2,0.5451612903225806
SGD HINGE+BAGGING DT2,WRCDS,2,0.5451612903225806
SGD HINGE+DUMMY STRATIFIED,WRCP,2,0.5451612903225806
SGD HINGE+BAGGING DT2,WRCP,2,0.5440860215053763
SGD HINGE+BAGGING DT2,ARC,2,0.5435483870967742
MLP CLASSIFIER+SGD HINGE,ARC,2,0.5432795698924732
SGD LOG+SGD HINGE,ARC,2,0.543010752688172
RANDOM FOREST+SGD HINGE,WRCDS,2,0.5424731182795699
SGD HINGE+HIST GBDT,WRCDS,2,0.5424731182795699
GRADIENT BOOST+SGD HINGE,ARC,2,0.5419354838709678
GRADIENT BOOST+SGD HINGE,WRCP,2,0.5419354838709678
SGD LOG+SGD MODHUBER,WSCP,2,0.5413978494623656
SGD HINGE+EXTRA TREES,WRCP,2,0.5413978494623656
SGD HINGE+LDA,WRCDS,2,0.5408602150537635
SGD LOG+SGD MODHUBER,ASC,2,0.5408602150537635
SGD HINGE+DUMMY STRATIFIED,ARC,2,0.5408602150537635
SGD HINGE+SGD MODHUBER,WRCDS,2,0.5403225806451613
SGD HINGE+KNN-11-DIST,WRCDS,2,0.539247311827957
SGD LOG+SGD MODHUBER,WSCDS,2,0.5389784946236559
SGD HINGE+KNN-3,WRCP,2,0.5370967741935484
SGD MODHUBER,individual,1,0.5368279569892473
SGD HINGE+SGD MODHUBER,ASC,2,0.5365591397849462
SGD HINGE+SGD MODHUBER,WSCP,2,0.5362903225806451
MLP CLASSIFIER+SGD MODHUBER,ASC,2,0.5360215053763441
MLP CLASSIFIER+SGD MODHUBER,WSCP,2,0.535752688172043
SGD LOG+NEAREST CENTROID,ASC,2,0.535483870967742
SGD HINGE+KNN-11-DIST,WRCP,2,0.535483870967742
MLP CLASSIFIER+SGD MODHUBER,WRCDS,2,0.535483870967742
RANDOM FOREST+SGD HINGE,WRCP,2,0.535483870967742
RIDGE+SGD MODHUBER,ASC,2,0.5352150537634408
LOGISTIC REGRESSION+SGD MODHUBER,WSCDS,2,0.5352150537634408
MLP CLASSIFIER+SGD MODHUBER,WSCDS,2,0.5349462365591398
SGD HINGE+SGD MODHUBER,WSCDS,2,0.5349462365591398
RIDGE+SGD MODHUBER,WSCP,2,0.5349462365591398
SGD HINGE+HIST GBDT,ARC,2,0.5349462365591398
RIDGE+SGD MODHUBER,WSCDS,2,0.5349462365591398
LOGISTIC REGRESSION+SGD MODHUBER,WSCP,2,0.5341397849462366
LOGISTIC REGRESSION+SGD MODHUBER,ASC,2,0.5338709677419354
SGD HINGE+HIST GBDT,WRCP,2,0.5338709677419354
SGD HINGE+RIDGE,ARC,2,0.5336021505376344
RANDOM FOREST+SGD HINGE,ARC,2,0.5336021505376344
GRADIENT BOOST+SGD MODHUBER,WSCDS,2,0.5336021505376344
SGD HINGE+RIDGE,WRCP,2,0.5333333333333333
SGD LOG+PASSIVE AGGRESSIVE,WRCP,2,0.5333333333333333
SGD LOG+NEAREST CENTROID,WSCDS,2,0.5330645161290323
SGD LOG+GAUSSIAN NB 1e-7,WRCP,2,0.5327956989247312
SGD LOG+GAUSSIAN NB,WRCP,2,0.5327956989247312
SGD LOG+NEAREST CENTROID,WRCDS,2,0.5327956989247312
SGD LOG+GAUSSIAN NB 1e-8,WRCP,2,0.5327956989247312
GRADIENT BOOST+SGD MODHUBER,WSCP,2,0.5325268817204301
SGD HINGE,individual,1,0.5325268817204301
GRADIENT BOOST+SGD MODHUBER,ASC,2,0.532258064516129
SGD HINGE+KNN-3,ARC,2,0.532258064516129
SGD HINGE+KNN-11-DIST,ARC,2,0.532258064516129
LOGISTIC REGRESSION+SGD HINGE,WRCDS,2,0.532258064516129
SGD HINGE+RIDGE,WRCDS,2,0.532258064516129
PASSIVE AGGRESSIVE+NEAREST CENTROID,WSCP,2,0.531989247311828
PASSIVE AGGRESSIVE+DECISION TREE,ARC,2,0.5317204301075269
RIDGE+SGD MODHUBER,WRCDS,2,0.5317204301075269
RANDOM FOREST+SGD MODHUBER,WSCDS,2,0.5311827956989247
SGD HINGE+LDA,WRCP,2,0.5311827956989247
SGD HINGE+DECISION TREE,WSCP,2,0.5311827956989247
PASSIVE AGGRESSIVE+ADABOOST,WRCDS,2,0.5311827956989247
DECISION TREE,individual,1,0.5309139784946236
SGD HINGE+DECISION TREE,ASC,2,0.5309139784946236
SGD HINGE+DECISION TREE,WSCDS,2,0.5309139784946236
LOGISTIC REGRESSION+SGD HINGE,WRCP,2,0.5306451612903226
PASSIVE AGGRESSIVE+ADABOOST,WRCP,2,0.5306451612903226
PASSIVE AGGRESSIVE+NEAREST CENTROID,WSCDS,2,0.5306451612903226
SGD HINGE+LDA,ARC,2,0.5306451612903226
RIDGE+DECISION TREE,WSCP,2,0.5303763440860215
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-8,WRCP,2,0.5301075268817205
PERCEPTRON+NEAREST CENTROID,WSCDS,2,0.5301075268817205
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-7,WRCP,2,0.5301075268817205
PASSIVE AGGRESSIVE+DECISION TREE,WRCDS,2,0.5301075268817205
PASSIVE AGGRESSIVE+ADABOOST,ARC,2,0.5301075268817205
PASSIVE AGGRESSIVE+GAUSSIAN NB,WRCP,2,0.5301075268817205
RIDGE+DECISION TREE,ASC,2,0.5298387096774193
SGD LOG+NEAREST CENTROID,ARC,2,0.5298387096774193
SGD HINGE+KNN-3,WRCDS,2,0.5295698924731183
GRADIENT BOOST+SGD MODHUBER,WRCDS,2,0.5295698924731183
SGD LOG+PASSIVE AGGRESSIVE,ARC,2,0.5293010752688172
RIDGE+DECISION TREE,WSCDS,2,0.5293010752688172
PERCEPTRON+NEAREST CENTROID,WSCP,2,0.5290322580645161
LOGISTIC REGRESSION+DECISION TREE,WSCDS,2,0.5290322580645161
LOGISTIC REGRESSION+DECISION TREE,WSCP,2,0.5290322580645161
PERCEPTRON+NEAREST CENTROID,ASC,2,0.5290322580645161
RANDOM FOREST+SGD MODHUBER,ASC,2,0.5287634408602151
RANDOM FOREST+SGD MODHUBER,WSCP,2,0.5287634408602151
RIDGE+NEAREST CENTROID,ASC,2,0.5287634408602151
PASSIVE AGGRESSIVE+NEAREST CENTROID,ASC,2,0.5287634408602151
RIDGE+NEAREST CENTROID,WSCP,2,0.5287634408602151
PERCEPTRON+DECISION TREE,ARC,2,0.5284946236559139
PASSIVE AGGRESSIVE+DECISION TREE,WRCP,2,0.5284946236559139
LOGISTIC REGRESSION+DECISION TREE,ASC,2,0.5284946236559139
RIDGE+NEAREST CENTROID,WSCDS,2,0.5282258064516129
LOGISTIC REGRESSION+SGD HINGE,ARC,2,0.5276881720430108
SGD LOG+NEAREST CENTROID,WRCP,2,0.5274193548387097
SGD HINGE+NEAREST CENTROID,WSCDS,2,0.5274193548387097
GRADIENT BOOST+ADABOOST,ARC,2,0.5274193548387097
PERCEPTRON+DECISION TREE,WRCDS,2,0.5274193548387097
SGD LOG+NEAREST CENTROID,WSCP,2,0.5274193548387097
SGD HINGE+GAUSSIAN NB,WSCDS,2,0.5271505376344086
SGD HINGE+GAUSSIAN NB 1e-7,ASC,2,0.5271505376344086
SGD HINGE+GAUSSIAN NB,ASC,2,0.5271505376344086
SGD HINGE+GAUSSIAN NB 1e-7,WSCDS,2,0.5271505376344086
SGD HINGE+GAUSSIAN NB 1e-8,WSCDS,2,0.5271505376344086
SGD HINGE+GAUSSIAN NB 1e-8,ASC,2,0.5271505376344086
SGD LOG+GAUSSIAN NB,ASC,2,0.5268817204301075
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-8,ARC,2,0.5268817204301075
PASSIVE AGGRESSIVE+DUMMY MOSTFREQ,ARC,2,0.5268817204301075
GRADIENT BOOST+SGD MODHUBER,WRCP,2,0.5268817204301075
PASSIVE AGGRESSIVE+DUMMY MOSTFREQ,WRCP,2,0.5268817204301075
PASSIVE AGGRESSIVE+GAUSSIAN NB,ARC,2,0.5268817204301075
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-7,ARC,2,0.5268817204301075
SGD HINGE+GAUSSIAN NB 1e-8,WSCP,2,0.5268817204301075
SGD LOG+GAUSSIAN NB 1e-8,ASC,2,0.5268817204301075
SGD HINGE+GAUSSIAN NB,WSCP,2,0.5268817204301075
SGD LOG+GAUSSIAN NB 1e-7,ASC,2,0.5268817204301075
SGD HINGE+NEAREST CENTROID,WSCP,2,0.5268817204301075
PASSIVE AGGRESSIVE+DUMMY MOSTFREQ,WRCDS,2,0.5268817204301075
GRADIENT BOOST+PERCEPTRON,WRCDS,2,0.5268817204301075
SGD HINGE+GAUSSIAN NB 1e-7,WSCP,2,0.5268817204301075
PASSIVE AGGRESSIVE+SGD MODHUBER,WRCDS,2,0.5268817204301075
PASSIVE AGGRESSIVE+GAUSSIAN NB,WRCDS,2,0.5263440860215054
RIDGE+SGD MODHUBER,WRCP,2,0.5263440860215054
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-8,WRCDS,2,0.5263440860215054
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-7,WRCDS,2,0.5263440860215054
SGD LOG+GAUSSIAN NB,WSCP,2,0.5263440860215054
SGD LOG+GAUSSIAN NB 1e-7,WSCP,2,0.5263440860215054
SGD HINGE+NEAREST CENTROID,ASC,2,0.5263440860215054
SGD LOG+GAUSSIAN NB 1e-8,WSCP,2,0.5263440860215054
SGD LOG+GAUSSIAN NB,ARC,2,0.5260752688172043
GRADIENT BOOST+NEAREST CENTROID,WSCDS,2,0.5260752688172043
SGD LOG+GAUSSIAN NB 1e-8,ARC,2,0.5260752688172043
SGD LOG+GAUSSIAN NB 1e-7,ARC,2,0.5260752688172043
PASSIVE AGGRESSIVE+SGD MODHUBER,ARC,2,0.5258064516129032
PASSIVE AGGRESSIVE+SGD MODHUBER,ASC,2,0.5258064516129032
PASSIVE AGGRESSIVE+SGD MODHUBER,WRCP,2,0.5258064516129032
MLP CLASSIFIER+SGD HINGE,WSCDS,2,0.5258064516129032
RIDGE+SGD MODHUBER,ARC,2,0.5255376344086021
GRADIENT BOOST+NEAREST CENTROID,ASC,2,0.5252688172043011
MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCDS,2,0.5252688172043011
GRADIENT BOOST+ADABOOST,WRCDS,2,0.5252688172043011
GRADIENT BOOST+PERCEPTRON,WRCP,2,0.5252688172043011
GRADIENT BOOST+PERCEPTRON,ARC,2,0.5252688172043011
PASSIVE AGGRESSIVE+SGD MODHUBER,WSCP,2,0.5252688172043011
PERCEPTRON+GAUSSIAN NB,WSCDS,2,0.525
GRADIENT BOOST+NEAREST CENTROID,WSCP,2,0.525
GRADIENT BOOST+SGD MODHUBER,ARC,2,0.525
RIDGE+DECISION TREE,WRCDS,2,0.524731182795699
PERCEPTRON+DECISION TREE,WRCP,2,0.524731182795699
GRADIENT BOOST+DECISION TREE,WSCDS,2,0.524731182795699
GRADIENT BOOST+ADABOOST,WRCP,2,0.524731182795699
GRADIENT BOOST+PASSIVE AGGRESSIVE,WRCP,2,0.524731182795699
RIDGE+DECISION TREE,WRCP,2,0.524731182795699
PASSIVE AGGRESSIVE+NEAREST CENTROID,WRCP,2,0.524731182795699
LOGISTIC REGRESSION+NEAREST CENTROID,WSCDS,2,0.5244623655913978
RANDOM FOREST+NEAREST CENTROID,WSCDS,2,0.5244623655913978
GAUSSIAN NB 1e-8,individual,1,0.5241935483870968
GAUSSIAN NB,individual,1,0.5241935483870968
GAUSSIAN NB 1e-7,individual,1,0.5241935483870968
LOGISTIC REGRESSION+SGD MODHUBER,WRCDS,2,0.5241935483870968
LOGISTIC REGRESSION+SGD MODHUBER,WRCP,2,0.5241935483870968
SGD LOG+SGD HINGE,WRCDS,2,0.5241935483870968
GRADIENT BOOST+PASSIVE AGGRESSIVE,ARC,2,0.5241935483870968
MLP CLASSIFIER+SGD MODHUBER,WRCP,2,0.5241935483870968
PASSIVE AGGRESSIVE+NEAREST CENTROID,WRCDS,2,0.5241935483870968
PASSIVE AGGRESSIVE+NEAREST CENTROID,ARC,2,0.5241935483870968
PASSIVE AGGRESSIVE+SGD MODHUBER,WSCDS,2,0.5239247311827957
NEAREST CENTROID,individual,1,0.5236559139784946
GRADIENT BOOST+PASSIVE AGGRESSIVE,WRCDS,2,0.5236559139784946
SGD LOG+SGD MODHUBER,WRCP,2,0.5236559139784946
MLP CLASSIFIER+SGD HINGE,WSCP,2,0.5236559139784946
GRADIENT BOOST+GAUSSIAN NB 1e-8,WSCDS,2,0.5233870967741936
GRADIENT BOOST+GAUSSIAN NB 1e-7,WSCP,2,0.5233870967741936
GRADIENT BOOST+GAUSSIAN NB 1e-7,WSCDS,2,0.5233870967741936
GRADIENT BOOST+GAUSSIAN NB 1e-8,WSCP,2,0.5233870967741936
PERCEPTRON+GAUSSIAN NB,ASC,2,0.5233870967741936
GRADIENT BOOST+GAUSSIAN NB,WSCP,2,0.5233870967741936
GRADIENT BOOST+GAUSSIAN NB,WSCDS,2,0.5233870967741936
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-8,WSCP,2,0.5231182795698924
PASSIVE AGGRESSIVE+GAUSSIAN NB,WSCP,2,0.5231182795698924
PERCEPTRON+GAUSSIAN NB,WSCP,2,0.5231182795698924
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-7,WSCP,2,0.5231182795698924
MLP CLASSIFIER+SGD HINGE,ASC,2,0.5228494623655914
GRADIENT BOOST+GAUSSIAN NB 1e-7,ASC,2,0.5225806451612903
GRADIENT BOOST+GAUSSIAN NB,ASC,2,0.5225806451612903
GRADIENT BOOST+NEAREST CENTROID,WRCDS,2,0.5225806451612903
SGD LOG+PERCEPTRON,WRCP,2,0.5225806451612903
PERCEPTRON+ADABOOST,WRCDS,2,0.5225806451612903
GRADIENT BOOST+GAUSSIAN NB 1e-8,ASC,2,0.5225806451612903
SGD LOG+SGD MODHUBER,ARC,2,0.5225806451612903
PASSIVE AGGRESSIVE+GAUSSIAN NB,WSCDS,2,0.5223118279569893
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-7,WSCDS,2,0.5223118279569893
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-8,WSCDS,2,0.5223118279569893
PERCEPTRON+ADABOOST,ARC,2,0.5220430107526882
PERCEPTRON+ADABOOST,WRCP,2,0.5220430107526882
RIDGE+DECISION TREE,ARC,2,0.5220430107526882
MLP CLASSIFIER+NEAREST CENTROID,WSCDS,2,0.5220430107526882
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-7,ASC,2,0.521774193548387
PASSIVE AGGRESSIVE+GAUSSIAN NB,ASC,2,0.521774193548387
PASSIVE AGGRESSIVE+GAUSSIAN NB 1e-8,ASC,2,0.521774193548387
SGD LOG+SGD MODHUBER,WRCDS,2,0.521505376344086
RIDGE+GAUSSIAN NB 1e-7,ASC,2,0.521505376344086
RIDGE+GAUSSIAN NB,ASC,2,0.521505376344086
MLP CLASSIFIER+SGD MODHUBER,ARC,2,0.521505376344086
RIDGE+GAUSSIAN NB 1e-8,ASC,2,0.521505376344086
RIDGE+GAUSSIAN NB,WSCP,2,0.521236559139785
LOGISTIC REGRESSION+NEAREST CENTROID,ASC,2,0.521236559139785
GRADIENT BOOST+DECISION TREE,ASC,2,0.521236559139785
RIDGE+GAUSSIAN NB 1e-7,WSCP,2,0.521236559139785
RIDGE+GAUSSIAN NB 1e-8,WSCP,2,0.521236559139785
PERCEPTRON+GAUSSIAN NB,WRCP,2,0.5209677419354839
PERCEPTRON+GAUSSIAN NB,ARC,2,0.5209677419354839
RIDGE+GAUSSIAN NB 1e-8,WSCDS,2,0.5209677419354839
LOGISTIC REGRESSION+NEAREST CENTROID,WSCP,2,0.5209677419354839
PERCEPTRON+NEAREST CENTROID,WRCP,2,0.5209677419354839
RIDGE+GAUSSIAN NB 1e-7,WSCDS,2,0.5209677419354839
LOGISTIC REGRESSION+DECISION TREE,WRCDS,2,0.5209677419354839
RIDGE+GAUSSIAN NB,WSCDS,2,0.5209677419354839
LOGISTIC REGRESSION+GAUSSIAN NB 1e-8,WSCP,2,0.5206989247311828
LOGISTIC REGRESSION+GAUSSIAN NB 1e-7,WSCP,2,0.5206989247311828
LOGISTIC REGRESSION+GAUSSIAN NB,WSCP,2,0.5206989247311828
SGD LOG+ADABOOST,WRCP,2,0.5204301075268817
PASSIVE AGGRESSIVE+KNN-3,WRCP,2,0.5204301075268817
MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCP,2,0.5204301075268817
MLP CLASSIFIER+NEAREST CENTROID,WSCP,2,0.5204301075268817
LOGISTIC REGRESSION+GAUSSIAN NB,WSCDS,2,0.5204301075268817
LOGISTIC REGRESSION+GAUSSIAN NB 1e-7,WSCDS,2,0.5204301075268817
LOGISTIC REGRESSION+GAUSSIAN NB 1e-8,WSCDS,2,0.5204301075268817
SGD LOG+ADABOOST,ARC,2,0.5204301075268817
LOGISTIC REGRESSION+GAUSSIAN NB,ASC,2,0.5201612903225806
LOGISTIC REGRESSION+GAUSSIAN NB 1e-7,ASC,2,0.5201612903225806
LOGISTIC REGRESSION+GAUSSIAN NB 1e-8,ASC,2,0.5201612903225806
SGD LOG+PERCEPTRON,ARC,2,0.5201612903225806
PERCEPTRON+NEAREST CENTROID,ARC,2,0.5201612903225806
PERCEPTRON+NEAREST CENTROID,WRCDS,2,0.5198924731182796
MLP CLASSIFIER+GAUSSIAN NB 1e-7,WSCDS,2,0.5198924731182796
MLP CLASSIFIER+DECISION TREE,WSCDS,2,0.5198924731182796
MLP CLASSIFIER+GAUSSIAN NB 1e-8,WSCDS,2,0.5198924731182796
MLP CLASSIFIER+GAUSSIAN NB,WSCDS,2,0.5198924731182796
PASSIVE AGGRESSIVE+BAGGING DT2,WRCDS,2,0.5198924731182796
RANDOM FOREST+SGD MODHUBER,WRCDS,2,0.5196236559139785
PASSIVE AGGRESSIVE+PERCEPTRON,WRCDS,2,0.5193548387096775
SGD HINGE+BAGGING DT2,WSCDS,2,0.5193548387096775
MLP CLASSIFIER+NEAREST CENTROID,ASC,2,0.5193548387096775
LOGISTIC REGRESSION+DECISION TREE,ARC,2,0.5193548387096775
GRADIENT BOOST+NEAREST CENTROID,ARC,2,0.5193548387096775
LOGISTIC REGRESSION+DECISION TREE,WRCP,2,0.5188172043010753
RANDOM FOREST+GAUSSIAN NB 1e-7,WSCDS,2,0.5188172043010753
RANDOM FOREST+GAUSSIAN NB 1e-8,WSCDS,2,0.5188172043010753
PASSIVE AGGRESSIVE+BAGGING DT2,WRCP,2,0.5188172043010753
RANDOM FOREST+GAUSSIAN NB,WSCDS,2,0.5188172043010753
MLP CLASSIFIER+DECISION TREE,ASC,2,0.5185483870967742
MLP CLASSIFIER+GAUSSIAN NB 1e-8,WSCP,2,0.5185483870967742
MLP CLASSIFIER+GAUSSIAN NB 1e-7,WSCP,2,0.5185483870967742
MLP CLASSIFIER+GAUSSIAN NB,WSCP,2,0.5185483870967742
MLP CLASSIFIER+DECISION TREE,WSCP,2,0.5185483870967742
SGD HINGE+BAGGING DT2,WSCP,2,0.5182795698924731
PASSIVE AGGRESSIVE+KNN-11-DIST,WRCDS,2,0.5182795698924731
PERCEPTRON+GAUSSIAN NB,WRCDS,2,0.5182795698924731
RIDGE+NEAREST CENTROID,WRCDS,2,0.5182795698924731
MLP CLASSIFIER+GAUSSIAN NB 1e-7,ASC,2,0.5180107526881721
MLP CLASSIFIER+GAUSSIAN NB 1e-8,ASC,2,0.5180107526881721
SGD HINGE+BAGGING DT2,ASC,2,0.5180107526881721
MLP CLASSIFIER+GAUSSIAN NB,ASC,2,0.5180107526881721
LOGISTIC REGRESSION+SGD MODHUBER,ARC,2,0.5177419354838709
MLP CLASSIFIER+ADABOOST,WRCDS,2,0.5177419354838709
PASSIVE AGGRESSIVE+PERCEPTRON,ARC,2,0.5177419354838709
SGD LOG+GAUSSIAN NB 1e-7,WRCDS,2,0.5177419354838709
PASSIVE AGGRESSIVE+PERCEPTRON,WRCP,2,0.5177419354838709
SGD LOG+GAUSSIAN NB,WRCDS,2,0.5177419354838709
SGD LOG+GAUSSIAN NB 1e-8,WRCDS,2,0.5177419354838709
LOGISTIC REGRESSION+NEAREST CENTROID,WRCDS,2,0.5172043010752688
GRADIENT BOOST+DECISION TREE,WSCP,2,0.5172043010752688
GRADIENT BOOST+DECISION TREE,WRCDS,2,0.5172043010752688
MLP CLASSIFIER+ADABOOST,ASC,2,0.5172043010752688
RANDOM FOREST+GAUSSIAN NB 1e-8,WSCP,2,0.5169354838709678
RANDOM FOREST+GAUSSIAN NB 1e-7,WSCP,2,0.5169354838709678
RANDOM FOREST+GAUSSIAN NB,WSCP,2,0.5169354838709678
GRADIENT BOOST+NEAREST CENTROID,WRCP,2,0.5166666666666667
RANDOM FOREST+GAUSSIAN NB 1e-8,ASC,2,0.5166666666666667
MLP CLASSIFIER+ADABOOST,WSCP,2,0.5166666666666667
RANDOM FOREST+GAUSSIAN NB 1e-7,ASC,2,0.5166666666666667
RANDOM FOREST+GAUSSIAN NB,ASC,2,0.5166666666666667
LOGISTIC REGRESSION+SGD HINGE,WSCP,2,0.5163978494623656
MLP CLASSIFIER+RIDGE,ASC,2,0.5163978494623656
PERCEPTRON+BAGGING DT2,WRCP,2,0.5161290322580645
LOGISTIC REGRESSION+GAUSSIAN NB 1e-8,WRCDS,2,0.5161290322580645
MLP CLASSIFIER+DECISION TREE,ARC,2,0.5161290322580645
LOGISTIC REGRESSION+GAUSSIAN NB,WRCDS,2,0.5161290322580645
LOGISTIC REGRESSION+GAUSSIAN NB 1e-7,WRCDS,2,0.5161290322580645
MLP CLASSIFIER+DECISION TREE,WRCP,2,0.5161290322580645
RIDGE+EXTRA TREES,ARC,2,0.5161290322580645
MLP CLASSIFIER+ADABOOST,WSCDS,2,0.5158602150537634
MLP CLASSIFIER+RIDGE,WSCDS,2,0.5158602150537634
LOGISTIC REGRESSION+SGD HINGE,WSCDS,2,0.5158602150537634
BAGGING DT2,individual,1,0.5155913978494624
GRADIENT BOOST+GAUSSIAN NB 1e-7,WRCP,2,0.5155913978494624
GRADIENT BOOST+GAUSSIAN NB 1e-7,ARC,2,0.5155913978494624
GRADIENT BOOST+GAUSSIAN NB 1e-8,ARC,2,0.5155913978494624
MLP CLASSIFIER+DECISION TREE,WRCDS,2,0.5155913978494624
PASSIVE AGGRESSIVE+BAGGING DT2,ASC,2,0.5155913978494624
PASSIVE AGGRESSIVE+HIST GBDT,WRCP,2,0.5155913978494624
GRADIENT BOOST+GAUSSIAN NB 1e-8,WRCP,2,0.5155913978494624
MLP CLASSIFIER+PERCEPTRON,ASC,2,0.5155913978494624
GRADIENT BOOST+GAUSSIAN NB,ARC,2,0.5155913978494624
RIDGE+EXTRA TREES,WRCP,2,0.5155913978494624
GRADIENT BOOST+GAUSSIAN NB,WRCP,2,0.5155913978494624
MLP CLASSIFIER+PASSIVE AGGRESSIVE,ARC,2,0.5153225806451613
MLP CLASSIFIER+PERCEPTRON,WSCP,2,0.5153225806451613
MLP CLASSIFIER+RIDGE,WSCP,2,0.5153225806451613
RANDOM FOREST+NEAREST CENTROID,ASC,2,0.5153225806451613
RANDOM FOREST+NEAREST CENTROID,WSCP,2,0.5153225806451613
PASSIVE AGGRESSIVE+RIDGE,ARC,2,0.5150537634408602
PASSIVE AGGRESSIVE+RIDGE,WRCDS,2,0.5150537634408602
PASSIVE AGGRESSIVE+BAGGING DT2,ARC,2,0.5150537634408602
PASSIVE AGGRESSIVE+HIST GBDT,WRCDS,2,0.5150537634408602
PASSIVE AGGRESSIVE+HIST GBDT,ARC,2,0.5150537634408602
SGD LOG+GAUSSIAN NB 1e-7,WSCDS,2,0.5150537634408602
SGD LOG+GAUSSIAN NB,WSCDS,2,0.5150537634408602
SGD LOG+GAUSSIAN NB 1e-8,WSCDS,2,0.5150537634408602
PERCEPTRON+HIST GBDT,WRCDS,2,0.5150537634408602
PERCEPTRON+BAGGING DT2,ARC,2,0.5145161290322581
MLP CLASSIFIER+EXTRA TREES,WSCDS,2,0.5145161290322581
PASSIVE AGGRESSIVE+RIDGE,WRCP,2,0.5145161290322581
PASSIVE AGGRESSIVE+KNN-3,ARC,2,0.5145161290322581
MLP CLASSIFIER+ADABOOST,WRCP,2,0.5145161290322581
MLP CLASSIFIER+PERCEPTRON,WSCDS,2,0.5145161290322581
SGD HINGE+ADABOOST,WSCDS,2,0.514247311827957
MLP CLASSIFIER+EXTRA TREES,WSCP,2,0.514247311827957
SGD HINGE+KNN-11-DIST,WSCDS,2,0.514247311827957
PASSIVE AGGRESSIVE+DUMMY STRATIFIED,ARC,2,0.513978494623656
RIDGE+NEAREST CENTROID,ARC,2,0.513978494623656
MLP CLASSIFIER+RIDGE,WRCDS,2,0.513978494623656
PASSIVE AGGRESSIVE+KNN-3,WRCDS,2,0.513978494623656
RIDGE+GAUSSIAN NB 1e-7,WRCP,2,0.513978494623656
