combination,method,n_models,score
PASSIVE AGGRESSIVE+RIDGE,ASC,2,0.49650537634408604
SGD LOG+ADABOOST,ASC,2,0.49650537634408604
PASSIVE AGGRESSIVE,individual,1,0.49650537634408604
LOGISTIC REGRESSION+KNN-11-DIST,ASC,2,0.49650537634408604
SGD HINGE+HIST GBDT,WSCDS,2,0.4962365591397849
RANDOM FOREST+NEAREST CENTROID,WRCP,2,0.4962365591397849
RANDOM FOREST+NEAREST CENTROID,ARC,2,0.4962365591397849
LOGISTIC REGRESSION+LDA,WSCP,2,0.4962365591397849
LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCP,2,0.4962365591397849
GRADIENT BOOST+LOGISTIC REGRESSION,WSCP,2,0.4962365591397849
PASSIVE AGGRESSIVE+RIDGE,WSCDS,2,0.4962365591397849
GRADIENT BOOST+LOGISTIC REGRESSION,ASC,2,0.4962365591397849
GRADIENT BOOST+LDA,WSCDS,2,0.4962365591397849
LOGISTIC REGRESSION+RIDGE,WRCP,2,0.4962365591397849
GRADIENT BOOST+PASSIVE AGGRESSIVE,WSCDS,2,0.4962365591397849
SGD HINGE+HIST GBDT,ASC,2,0.4962365591397849
GRADIENT BOOST+LDA,WSCP,2,0.4962365591397849
GRADIENT BOOST+PASSIVE AGGRESSIVE,WSCP,2,0.4959677419354839
PASSIVE AGGRESSIVE+HIST GBDT,WSCDS,2,0.4959677419354839
SGD LOG+ADABOOST,WSCP,2,0.4959677419354839
GRADIENT BOOST+PASSIVE AGGRESSIVE,ASC,2,0.4959677419354839
RANDOM FOREST+RIDGE,WRCP,2,0.4956989247311828
LOGISTIC REGRESSION+EXTRA TREES,WSCDS,2,0.4956989247311828
RANDOM FOREST+BAGGING DT2,WSCDS,2,0.4956989247311828
RANDOM FOREST+MLP CLASSIFIER,ARC,2,0.4956989247311828
LOGISTIC REGRESSION+RIDGE,ARC,2,0.4956989247311828
LOGISTIC REGRESSION+EXTRA TREES,WSCP,2,0.4956989247311828
RANDOM FOREST+EXTRA TREES,WRCDS,2,0.4956989247311828
RIDGE+LDA,WSCDS,2,0.4956989247311828
LOGISTIC REGRESSION+BAGGING DT2,ARC,2,0.4956989247311828
RANDOM FOREST+PASSIVE AGGRESSIVE,ASC,2,0.4954301075268817
LOGISTIC REGRESSION+BAGGING DT2,WRCDS,2,0.49516129032258066
SGD LOG+DUMMY STRATIFIED,WSCP,2,0.49516129032258066
LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCDS,2,0.49516129032258066
RANDOM FOREST+MLP CLASSIFIER,WRCP,2,0.49516129032258066
RANDOM FOREST+MLP CLASSIFIER,WRCDS,2,0.49516129032258066
RANDOM FOREST+EXTRA TREES,WRCP,2,0.49516129032258066
RANDOM FOREST+PERCEPTRON,ASC,2,0.49516129032258066
GRADIENT BOOST+RIDGE,WSCDS,2,0.49516129032258066
SGD LOG+PERCEPTRON,WRCDS,2,0.49516129032258066
LOGISTIC REGRESSION+EXTRA TREES,ASC,2,0.49489247311827955
RANDOM FOREST+BAGGING DT2,WSCP,2,0.49489247311827955
RANDOM FOREST+KNN-3,WSCDS,2,0.49489247311827955
GRADIENT BOOST+DUMMY STRATIFIED,WRCP,2,0.4946236559139785
GRADIENT BOOST+LOGISTIC REGRESSION,WSCDS,2,0.4946236559139785
GRADIENT BOOST+LDA,ASC,2,0.49435483870967745
SGD LOG+PERCEPTRON,WSCP,2,0.49435483870967745
SGD LOG+KNN-3,WSCP,2,0.49408602150537634
SGD LOG+SGD HINGE,WSCP,2,0.49408602150537634
GRADIENT BOOST+KNN-3,ARC,2,0.49408602150537634
RANDOM FOREST+EXTRA TREES,ARC,2,0.49408602150537634
RANDOM FOREST+KNN-3,WRCDS,2,0.49408602150537634
LOGISTIC REGRESSION+HIST GBDT,WRCDS,2,0.49408602150537634
RIDGE,individual,1,0.49408602150537634
GRADIENT BOOST+SGD LOG,ARC,2,0.49408602150537634
GRADIENT BOOST+SGD LOG,WRCP,2,0.49408602150537634
LOGISTIC REGRESSION+BAGGING DT2,WRCP,2,0.49408602150537634
RANDOM FOREST+KNN-3,ARC,2,0.4938172043010753
GRADIENT BOOST+KNN-3,WRCDS,2,0.4938172043010753
SGD LOG+PERCEPTRON,ASC,2,0.4938172043010753
LOGISTIC REGRESSION+HIST GBDT,WSCP,2,0.4938172043010753
RANDOM FOREST+KNN-3,WRCP,2,0.4938172043010753
RANDOM FOREST+BAGGING DT2,ASC,2,0.4935483870967742
LOGISTIC REGRESSION+KNN-3,WRCP,2,0.4935483870967742
SGD LOG+KNN-3,WRCP,2,0.4935483870967742
SGD LOG+KNN-3,WRCDS,2,0.4935483870967742
LOGISTIC REGRESSION+KNN-3,WRCDS,2,0.4935483870967742
SGD LOG+PERCEPTRON,WSCDS,2,0.4935483870967742
MLP CLASSIFIER+SGD LOG,WSCP,2,0.4932795698924731
GRADIENT BOOST+RIDGE,ASC,2,0.4932795698924731
RIDGE+LDA,ASC,2,0.4932795698924731
LOGISTIC REGRESSION+HIST GBDT,ARC,2,0.4932795698924731
GRADIENT BOOST+RIDGE,WSCP,2,0.4932795698924731
RIDGE+LDA,WSCP,2,0.4932795698924731
GRADIENT BOOST+SGD LOG,WRCDS,2,0.493010752688172
SGD LOG+KNN-3,ARC,2,0.493010752688172
LOGISTIC REGRESSION+KNN-11-DIST,WRCP,2,0.493010752688172
SGD LOG+SGD HINGE,ASC,2,0.493010752688172
LOGISTIC REGRESSION+HIST GBDT,WRCP,2,0.4924731182795699
LOGISTIC REGRESSION+LDA,WRCP,2,0.4924731182795699
SGD LOG+EXTRA TREES,ASC,2,0.4922043010752688
SGD LOG+KNN-3,ASC,2,0.4922043010752688
LOGISTIC REGRESSION+KNN-3,ARC,2,0.49193548387096775
SGD LOG+PASSIVE AGGRESSIVE,WSCDS,2,0.49193548387096775
SGD LOG,individual,1,0.4913978494623656
RANDOM FOREST+KNN-3,ASC,2,0.4913978494623656
MLP CLASSIFIER+SGD LOG,ASC,2,0.4913978494623656
RANDOM FOREST+DUMMY STRATIFIED,WRCP,2,0.4913978494623656
SGD LOG+RIDGE,WRCP,2,0.4913978494623656
RANDOM FOREST+DUMMY STRATIFIED,ARC,2,0.4913978494623656
RANDOM FOREST+SGD HINGE,WSCDS,2,0.4913978494623656
RANDOM FOREST+KNN-3,WSCP,2,0.49112903225806454
SGD LOG+LDA,WSCDS,2,0.49112903225806454
SGD LOG+SGD HINGE,WSCDS,2,0.49112903225806454
RANDOM FOREST+MLP CLASSIFIER,ASC,2,0.4908602150537634
RANDOM FOREST+MLP CLASSIFIER,WSCDS,2,0.4908602150537634
RANDOM FOREST+BAGGING DT2,WRCDS,2,0.4908602150537634
GRADIENT BOOST+EXTRA TREES,WSCDS,2,0.4908602150537634
RIDGE+HIST GBDT,WSCDS,2,0.4908602150537634
GRADIENT BOOST+EXTRA TREES,WSCP,2,0.4905913978494624
SGD LOG+RIDGE,ARC,2,0.4905913978494624
SGD LOG+RIDGE,WSCP,2,0.4905913978494624
GRADIENT BOOST+EXTRA TREES,ASC,2,0.4905913978494624
SGD LOG+RIDGE,WSCDS,2,0.4905913978494624
LOGISTIC REGRESSION+SGD LOG,WRCDS,2,0.49032258064516127
SGD LOG+EXTRA TREES,WRCDS,2,0.49032258064516127
LOGISTIC REGRESSION,individual,1,0.49032258064516127
SGD LOG+RIDGE,ASC,2,0.49032258064516127
LOGISTIC REGRESSION+DUMMY MOSTFREQ,ARC,2,0.49032258064516127
LOGISTIC REGRESSION+DUMMY MOSTFREQ,WRCP,2,0.49032258064516127
LOGISTIC REGRESSION+DUMMY MOSTFREQ,WRCDS,2,0.49032258064516127
SGD LOG+LDA,ASC,2,0.4900537634408602
SGD LOG+KNN-11-DIST,ASC,2,0.4900537634408602
SGD LOG+EXTRA TREES,WSCP,2,0.4900537634408602
LOGISTIC REGRESSION+SGD LOG,WRCP,2,0.48978494623655916
RANDOM FOREST+RIDGE,ARC,2,0.48978494623655916
RANDOM FOREST+BAGGING DT2,ARC,2,0.48978494623655916
LOGISTIC REGRESSION+KNN-11-DIST,ARC,2,0.48978494623655916
RIDGE+HIST GBDT,ASC,2,0.48978494623655916
RANDOM FOREST+EXTRA TREES,WSCDS,2,0.48951612903225805
RANDOM FOREST+BAGGING DT2,WRCP,2,0.48951612903225805
RIDGE+HIST GBDT,WSCP,2,0.48951612903225805
RANDOM FOREST+MLP CLASSIFIER,WSCP,2,0.48951612903225805
SGD LOG+LDA,WSCP,2,0.489247311827957
MLP CLASSIFIER+SGD LOG,WRCDS,2,0.489247311827957
SGD LOG+KNN-11-DIST,WSCP,2,0.489247311827957
GRADIENT BOOST+DUMMY STRATIFIED,ARC,2,0.489247311827957
MLP CLASSIFIER+SGD LOG,WSCDS,2,0.489247311827957
LOGISTIC REGRESSION+LDA,ARC,2,0.489247311827957
SGD LOG+KNN-3,WSCDS,2,0.4889784946236559
HIST GBDT,individual,1,0.4889784946236559
GRADIENT BOOST+SGD LOG,WSCP,2,0.4889784946236559
PASSIVE AGGRESSIVE+DUMMY MOSTFREQ,WSCP,2,0.48870967741935484
RANDOM FOREST+KNN-11-DIST,WRCP,2,0.48870967741935484
GRADIENT BOOST+HIST GBDT,WSCDS,2,0.48870967741935484
MLP CLASSIFIER+SGD LOG,ARC,2,0.48870967741935484
LOGISTIC REGRESSION+SGD LOG,ARC,2,0.48870967741935484
SGD LOG+LDA,WRCDS,2,0.48870967741935484
LOGISTIC REGRESSION+HIST GBDT,ASC,2,0.4884408602150538
RANDOM FOREST+HIST GBDT,WSCDS,2,0.4881720430107527
PASSIVE AGGRESSIVE+DUMMY MOSTFREQ,ASC,2,0.4881720430107527
LOGISTIC REGRESSION+KNN-11-DIST,WRCDS,2,0.4881720430107527
GRADIENT BOOST+HIST GBDT,ASC,2,0.4881720430107527
RANDOM FOREST+LDA,WSCDS,2,0.4881720430107527
RANDOM FOREST+LDA,ASC,2,0.4881720430107527
SGD LOG+HIST GBDT,WSCDS,2,0.4879032258064516
GRADIENT BOOST+SGD LOG,ASC,2,0.4879032258064516
SGD LOG+PASSIVE AGGRESSIVE,ASC,2,0.4879032258064516
SGD LOG+PASSIVE AGGRESSIVE,WSCP,2,0.4879032258064516
SGD LOG+HIST GBDT,WRCP,2,0.4876344086021505
GRADIENT BOOST+HIST GBDT,WSCP,2,0.48736559139784946
LOGISTIC REGRESSION+RIDGE,WSCDS,2,0.48736559139784946
RANDOM FOREST+EXTRA TREES,WSCP,2,0.48736559139784946
RANDOM FOREST+DUMMY MOSTFREQ,ASC,2,0.48736559139784946
SGD LOG+EXTRA TREES,WSCDS,2,0.48736559139784946
RIDGE+DUMMY MOSTFREQ,WSCP,2,0.4870967741935484
RIDGE+DUMMY MOSTFREQ,ASC,2,0.4870967741935484
SGD LOG+BAGGING DT2,WRCDS,2,0.4870967741935484
LOGISTIC REGRESSION+DUMMY MOSTFREQ,ASC,2,0.4870967741935484
SGD HINGE+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
RANDOM FOREST+KNN-11-DIST,WRCDS,2,0.4870967741935484
SGD LOG+DUMMY MOSTFREQ,WRCDS,2,0.4870967741935484
SGD LOG+DUMMY MOSTFREQ,ARC,2,0.4870967741935484
SGD LOG+DUMMY MOSTFREQ,ASC,2,0.4870967741935484
RANDOM FOREST+KNN-11-DIST,ARC,2,0.4870967741935484
RANDOM FOREST+KNN-11-DIST,WSCDS,2,0.4870967741935484
LOGISTIC REGRESSION+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
SGD LOG+DUMMY STRATIFIED,WRCDS,2,0.4870967741935484
RANDOM FOREST+LDA,WRCP,2,0.4870967741935484
RANDOM FOREST+DUMMY MOSTFREQ,WSCP,2,0.4870967741935484
RIDGE+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
SGD LOG+DUMMY MOSTFREQ,WSCP,2,0.4870967741935484
SGD LOG+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
PASSIVE AGGRESSIVE+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
GRADIENT BOOST+SGD LOG,WSCDS,2,0.4870967741935484
GRADIENT BOOST+DUMMY MOSTFREQ,WSCP,2,0.4870967741935484
LOGISTIC REGRESSION+LDA,WRCDS,2,0.4870967741935484
DUMMY MOSTFREQ,individual,1,0.4870967741935484
MLP CLASSIFIER+DUMMY MOSTFREQ,ASC,2,0.4870967741935484
GRADIENT BOOST+DUMMY MOSTFREQ,ASC,2,0.4870967741935484
GRADIENT BOOST+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
LOGISTIC REGRESSION+DUMMY MOSTFREQ,WSCP,2,0.4870967741935484
SGD LOG+DUMMY MOSTFREQ,WRCP,2,0.4870967741935484
MLP CLASSIFIER+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
RANDOM FOREST+DUMMY MOSTFREQ,WSCDS,2,0.4870967741935484
MLP CLASSIFIER+DUMMY MOSTFREQ,WSCP,2,0.4870967741935484
RANDOM FOREST+LOGISTIC REGRESSION,WSCDS,2,0.4868279569892473
SGD LOG+KNN-11-DIST,WSCDS,2,0.4868279569892473
LOGISTIC REGRESSION+HIST GBDT,WSCDS,2,0.4868279569892473
RANDOM FOREST+KNN-11-DIST,ASC,2,0.4868279569892473
SGD HINGE+DUMMY MOSTFREQ,ASC,2,0.4868279569892473
SGD HINGE+DUMMY MOSTFREQ,WSCP,2,0.4868279569892473
RANDOM FOREST+HIST GBDT,WSCP,2,0.4868279569892473
SGD LOG+RIDGE,WRCDS,2,0.48655913978494625
LOGISTIC REGRESSION+RIDGE,ASC,2,0.48655913978494625
SGD LOG+BAGGING DT2,ASC,2,0.48655913978494625
RANDOM FOREST+HIST GBDT,ASC,2,0.48655913978494625
RANDOM FOREST+SGD LOG,WSCDS,2,0.48655913978494625
RANDOM FOREST+LDA,WSCP,2,0.48629032258064514
LOGISTIC REGRESSION+SGD LOG,ASC,2,0.48629032258064514
RANDOM FOREST+LOGISTIC REGRESSION,WSCP,2,0.48629032258064514
SGD LOG+HIST GBDT,ARC,2,0.4860215053763441
RANDOM FOREST+SGD HINGE,ASC,2,0.4860215053763441
RANDOM FOREST+LOGISTIC REGRESSION,WRCDS,2,0.4860215053763441
RANDOM FOREST+HIST GBDT,ARC,2,0.4860215053763441
MLP CLASSIFIER+SGD LOG,WRCP,2,0.4854838709677419
SGD LOG+LDA,ARC,2,0.4854838709677419
LOGISTIC REGRESSION+SGD LOG,WSCP,2,0.4854838709677419
RANDOM FOREST+HIST GBDT,WRCDS,2,0.4854838709677419
SGD LOG+BAGGING DT2,WSCP,2,0.4854838709677419
RANDOM FOREST+LOGISTIC REGRESSION,WRCP,2,0.4854838709677419
LOGISTIC REGRESSION+SGD LOG,WSCDS,2,0.4852150537634409
RANDOM FOREST+SGD HINGE,WSCP,2,0.4852150537634409
RANDOM FOREST+LOGISTIC REGRESSION,ASC,2,0.4852150537634409
LOGISTIC REGRESSION+RIDGE,WSCP,2,0.4852150537634409
RANDOM FOREST+KNN-11-DIST,WSCP,2,0.48494623655913977
SGD LOG+BAGGING DT2,WSCDS,2,0.48440860215053766
RANDOM FOREST+LDA,WRCDS,2,0.48440860215053766
RANDOM FOREST+LDA,ARC,2,0.48440860215053766
RANDOM FOREST+EXTRA TREES,ASC,2,0.4838709677419355
SGD LOG+LDA,WRCP,2,0.4838709677419355
RANDOM FOREST+HIST GBDT,WRCP,2,0.4838709677419355
RANDOM FOREST+LOGISTIC REGRESSION,ARC,2,0.48333333333333334
RANDOM FOREST+GRADIENT BOOST,WRCP,2,0.48333333333333334
RANDOM FOREST+GRADIENT BOOST,ARC,2,0.48333333333333334
SGD LOG+HIST GBDT,WSCP,2,0.4827956989247312
SGD LOG+DUMMY STRATIFIED,ARC,2,0.4827956989247312
RANDOM FOREST+GRADIENT BOOST,WRCDS,2,0.482258064516129
SGD LOG+DUMMY STRATIFIED,WRCP,2,0.482258064516129
RANDOM FOREST+SGD LOG,ARC,2,0.482258064516129
RANDOM FOREST+SGD LOG,WRCP,2,0.482258064516129
SGD LOG+HIST GBDT,ASC,2,0.4817204301075269
RANDOM FOREST,individual,1,0.48118279569892475
SGD LOG+HIST GBDT,WRCDS,2,0.48118279569892475
RANDOM FOREST+DUMMY MOSTFREQ,WRCP,2,0.48118279569892475
RANDOM FOREST+DUMMY MOSTFREQ,ARC,2,0.48118279569892475
RANDOM FOREST+DUMMY MOSTFREQ,WRCDS,2,0.48118279569892475
RANDOM FOREST+RIDGE,ASC,2,0.47956989247311826
RANDOM FOREST+RIDGE,WSCP,2,0.47956989247311826
RANDOM FOREST+SGD LOG,ASC,2,0.478494623655914
RANDOM FOREST+GRADIENT BOOST,WSCDS,2,0.4782258064516129
RANDOM FOREST+SGD LOG,WSCP,2,0.47795698924731184
RANDOM FOREST+GRADIENT BOOST,WSCP,2,0.47768817204301073
RANDOM FOREST+RIDGE,WSCDS,2,0.4771505376344086
RANDOM FOREST+SGD LOG,WRCDS,2,0.4768817204301075
RANDOM FOREST+GRADIENT BOOST,ASC,2,0.47661290322580646
